,description,class,predictedClass
121,"The location of Linden Luxury Residences is the very center of Kyiv, where the National Bank, the Presidential Administration and no random buildings are built. The architecture of the complex takes into account the historical development of the area: applied light tones of decoration, horizontal distribution every 2-3 floors, soft transitions of facade lines and ending with a glass ""crown"" with a spire. Linden Luxury Residences has an exploited roof, where there will be a mini-park with lawns , trees, places to relax, spa and barbecue areas. The roof and open terraces of the complex will offer views of the House of Chimeras, Maidan, Khreshchatyk, Volodymyrskyi and Mykhailivskyi cathedrals. Future residents will be invited to choose and direct the air conditioning and ventilation system in accordance with the design project. The energy-efficient air conditioning system can work for heating and cooling even at a temperature of +48 outside the window. The ventilation will be with a double degree of purification, which is important in the living conditions of the metropolis. The energy efficiency of these systems is complemented by ventilated facades made of natural marble limestone with insulation, decorated with decorative elements. InfrastructureThe Passage, theater named after Ivan Franko, TsUM, state administrative buildings, Kyiv City Hall, Theater of Russian Drama named after Lesi Ukrainka, and a little further — Pinchuk Art Center and Arena City. The district has many restaurants with cuisines from different countries of the world, coffee shops, bars and pubs. The internal infrastructure of Linden Luxury Residences includes its own restaurant, where future residents of the house can eat with friends or partners, pre-order meals or organize daily delivery to the residence. The complex will also have a lounge area with a bar, where there will always be a wide selection of alcohol, desserts, coffee and tea. 400 square meters will be organized for sports. sports space with cardio machines, complex machines for all muscle groups, a free weights area, a yoga studio and a spa area. The Starpool spa area, equipped with Italian equipment, includes a sauna, a Roman steam room, a sensational shower and a massage room. For small children, you can choose a preschool center a few minutes by car from the complex: 2 minutes to the ""Dzhereltse"" preschool center, 5 minutes to kindergarten No. 128 , 9 minutes to kindergarten #141, 4 minutes to preschool education center #498. Gymnasium No. 117 named after Lesi Ukrainka and gymnasium No. 86 ""Consul"", a little further - the specialized school ""Hellada"" and gymnasium No. 48. Features: a smart home system, which will allow you to monitor the apartment and control all engineering systems, additional sound insulation in each apartment, a triple iron water purification system, manganese, organic and inorganic impurities based on Ecosoft filters, autonomous energy supply provides an uninterrupted power supply, heating is provided by its own boiler room, a 12-seat cinema hall with a 6-meter screen, a 4K Ultra HD projector and Dolby Atmos sound, where you can choose a movie to watch from seven by myself or friends, storerooms with an area of ​​10-20 sq.m. for storing seasonal, bulky household items or sports equipmentsoftware for paying utility bills online and saving the owners' time the management company makes sure that everything works, and if something suddenly breaks - quickly solves the problem a special storage for fur coats - a storage chamber for fur products with special lighting and climate control meeting room for personal meetings, business presentations and dinners for 12-14 people room for drivers and security for the temporary stay of service personnel 24-hour security with security posts and video surveillance, access system based on personal electronic cards",1,преміум
122,"The location of Linden Luxury Residences is the very center of Kyiv, where the National Bank, the Presidential Administration and no random buildings are built. The architecture of the complex takes into account the historical development of the area: applied light tones of decoration, horizontal distribution every 2-3 floors, soft transitions of facade lines and ending with a glass ""crown"" with a spire. Linden Luxury Residences has an exploited roof, where there will be a mini-park with lawns , trees, places to relax, spa and barbecue areas. The roof and open terraces of the complex will offer views of the House of Chimeras, Maidan, Khreshchatyk, Volodymyrskyi and Mykhailivskyi cathedrals. Future residents will be invited to choose and direct the air conditioning and ventilation system in accordance with the design project. The energy-efficient air conditioning system can work for heating and cooling even at a temperature of +48 outside the window. The ventilation will be with a double degree of purification, which is important in the living conditions of the metropolis. The energy efficiency of these systems is complemented by ventilated facades made of natural marble limestone with insulation, decorated with decorative elements. InfrastructureThe Passage, theater named after Ivan Franko, TsUM, state administrative buildings, Kyiv City Hall, Theater of Russian Drama named after Lesi Ukrainka, and a little further — Pinchuk Art Center and Arena City. The district has many restaurants with cuisines from different countries of the world, coffee shops, bars and pubs. The internal infrastructure of Linden Luxury Residences includes its own restaurant, where future residents of the house can eat with friends or partners, pre-order meals or organize daily delivery to the residence. The complex will also have a lounge area with a bar, where there will always be a wide selection of alcohol, desserts, coffee and tea. 400 square meters will be organized for sports. sports space with cardio machines, complex machines for all muscle groups, a free weights area, a yoga studio and a spa area. The Starpool spa area, equipped with Italian equipment, includes a sauna, a Roman steam room, a sensational shower and a massage room. For small children, you can choose a preschool center a few minutes by car from the complex: 2 minutes to the ""Dzhereltse"" preschool center, 5 minutes to kindergarten No. 128 , 9 minutes to kindergarten #141, 4 minutes to preschool education center #498. Gymnasium No. 117 named after Lesi Ukrainka and gymnasium No. 86 ""Consul"", a little further - the specialized school ""Hellada"" and gymnasium No. 48. Features: a smart home system, which will allow you to monitor the apartment and control all engineering systems, additional sound insulation in each apartment, a triple iron water purification system, manganese, organic and inorganic impurities based on Ecosoft filters, autonomous energy supply provides an uninterrupted power supply, heating is provided by its own boiler room, a 12-seat cinema hall with a 6-meter screen, a 4K Ultra HD projector and Dolby Atmos sound, where you can choose a movie to watch from seven by myself or friends, storerooms with an area of ​​10-20 sq.m. for storing seasonal, bulky household items or sports equipmentsoftware for paying utility bills online and saving the owners' time the management company makes sure that everything works, and if something suddenly breaks - quickly solves the problem a special storage for fur coats - a storage chamber for fur products with special lighting and climate control meeting room for personal meetings, business presentations and dinners for 12-14 people room for drivers and security for the temporary stay of service personnel 24-hour security with security posts and video surveillance, access system based on personal electronic cards",1,преміум
124,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
125,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
126,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
127,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
128,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
129,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
130,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems",0,бізнес
131,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
132,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
133,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
134,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
136,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
137,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
138,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators",2,комфорт
