residence,developer,description,address,district,class,ceilingHeight,numApartmentsTotal,year,pricePerSquareMeter,price,area,rooms,floor,minutesToCityCenter,assess,crimeRateInDistrict
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,165500,7613000,46,1,3.5,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,165500,8771500,53,1,3.5,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,149800,12133800,81,2,3.5,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,147350,15177050,103,3,3.5,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,147350,15324400,104,3,4,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,147350,15766450,107,3,4,32,53927,2106
ЖК Illinsky House,Alliance Novobud,"The average number of floors in the historical part of the city is real. Illinsky House is being built on the first line of Naberezhno-Khreshchatytskyi Street with picturesque views of the Dnipro and Trukhaniv Island. So that the complex does not stand out against the background of the historical buildings of Podol, the architects chose a neoclassical style with restrained tones of decoration and decoration of the facades. Infrastructure The main transport artery of future residents will be Naberezhno-Khreshchatytska street, where public transport stops and a metro station are within walking distance. In the Illinsky House area there are pam architectural monuments of the old city, buildings of higher educational institutions, business centers and administrative buildings of state institutions. Podil is known for a variety of places for leisure - bars, pubs, coffee shops and restaurants, for which residents of all districts of Kyiv come here. Within a radius of 5-6 minutes by car, there are several supermarkets - ""Silpo"", ""Novus"", as well as luxury stores alcoholic beverages, confectionery and tea shops. You can always buy fresh fruits and vegetables, spices and farm organic products at the Rye Market, which is a 10-minute drive away. Choosing a kindergarten nearby with Illinsky House will not be a problem: 6 minutes on foot to preschool center #307, 11 minutes to preschool center #16, 12 minutes to mini-kindergarten ""Kuzya"", 15 minutes to preschool center #120, 5 minutes by car to kindergarten #676, ""Podillia"" kindergarten and ""Znayka"" kindergarten. The schools are located approximately at the same distance as the kindergartens: 7 minutes on foot to school No. 124 with a focus on information technology and music school No. 1, 14 minutes to Mezhihirska Gymnasium, 6-7 minutes by car to schools No. 17, No. 10, international art school ""Montessori Center"", music school Never Give Up and ""Vvedenska Gymnasium No. 107. You will be able to go to training on foot, because there is a fitness center nearby with a swimming pool, a field for mini-football and basketball, training in martial arts and classical gyms. To recover after physical exertion or simply relieve tension, there are bath complexes, spa areas, and massage parlors nearby. For those who love dancing, there are dance studios nearby. Features: security systems will be installed - round-the-clock security and video surveillance, gas control systems, the houses will be decorated with natural materials, and it is possible to install smart home systems","вул. Набережно-Хрещатицька, 21",Подільський р-н,бізнес,3,125,2022,147350,19597550,133,3,3,32,53927,2106
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,54925,2965950,54,1,14.5,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,54925,2965950,54,1,14,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,54925,3185650,58,1,14,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,54925,3734900,68,1,3,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,,,75,2,3.5,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,46650,4665000,100,3,3,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,46650,4758300,102,3,13.5,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,46650,6624300,142,3,25,122,34392,3939
ЖК Новий Автограф,DIM,"Between both buildings of the ""New Autograph"" complex, the concept of ""yard without cars"" will be implemented - that is, a guarded courtyard closed to cars and outsiders with elements of landscape design, places for recreation, a children's playground and sports grounds. In ergonomic individual layouts, the architects of the residential complex were able to take into account modern trends in saving living space. Infrastructure Two minutes from the complex is the Victory Park, where you can rent a bicycle, take your child to attractions or a rope park. And in winter, when the lake freezes over, you can go ice skating. You can also drive to the Hydropark in 10 minutes, where you can ride a bike, walk and relax near the Dnipro River. The lower floors of the first building (from the front side) will be used for shops, beauty salons and other infrastructure facilities. Nearby There are several supermarkets of large retail chains located in the residential complex (""Silpo"" - 9 minutes on foot, ""Novus"" 15 minutes on foot, ""Varus"" - 3 minutes by car). You can also get to the ""Yunist"" market in 15 minutes. Through Peremogy Park, the walk to the ""Antoshka"" kindergarten will take 15 minutes, and in 15 minutes you can reach preschool centers #521 and #535, and in 5-10 minutes by car to preschool centers #503 and #591. Schools #183, #65, #201, #148 and the Lyceum of Humanitarian Education are waiting for older children near the ""New Autograph"" complex. 5-10 minutes by car - and you get to training in a fitness center with cardio zones and various types fitness mix, which includes yoga studios, a martial arts club and a dance school. To regain strength after training, there are spa centers, massage rooms and rehabilitation training nearby. Features: the possibility of individual planning of the apartment, individual electric boilers, underground parking and guest parking, a closed area under guard and 24-hour video surveillance, cozy lobbies on the first floors, high-speed silent elevators","вул. Генерала Жмаченка, 26",Дніпровський р-н,комфорт,2,810,2023,46650,7603950,163,3,25,122,34392,3939
